Name,Authentic Player Name Search,Face Pic,Player ID,Club,Nationality,Birth Date,Age,Wage USD,Wage EUR,Wage GBP,Primary,Secondary,Tertiary,Overall
Castrop,Jens Castrop,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264194.png,264194,1. FC Nürnberg,Germany,2003-07-29,20,6100,5600,4800,CM,RM,RB,70
Justvan,Julian Justvan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256674.png,256674,1. FC Nürnberg,Germany,1998-04-02,26,12500,11500,9600,RM,CM,LM,73
Reichert,Jan Reichert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256229.png,256229,1. FC Nürnberg,Germany,2001-06-28,23,1900,1700,1500,GK,,,63
Schleimer,Lukas Schleimer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253418.png,253418,1. FC Nürnberg,Germany,1999-12-09,24,5200,4800,4000,CAM,ST,CM,68
Flick,Florian Flick,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248576.png,248576,1. FC Nürnberg,Germany,2000-05-01,24,5500,5100,4300,CDM,CM,,69
Goller,Benjamin Goller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246074.png,246074,1. FC Nürnberg,Germany,1999-01-01,25,6200,5700,4800,RW,LW,RM,68
Wintzheimer,Manuel Wintzheimer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243378.png,243378,1. FC Nürnberg,Germany,1999-01-10,25,3200,2900,2500,ST,LW,,63
Handwerker,Tim Handwerker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239571.png,239571,1. FC Nürnberg,Germany,1998-05-19,26,5400,5000,4200,LB,,,68
Pick,Florian Pick,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237635.png,237635,1. FC Nürnberg,Germany,1995-09-08,28,7300,6700,5700,RM,LM,,69
Daferner,Christoph Daferner,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235157.png,235157,1. FC Nürnberg,Germany,1998-01-12,26,4700,4300,3700,ST,,,66
Duman,Taylan Duman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234836.png,234836,1. FC Nürnberg,Germany,1997-07-30,26,6000,5500,4600,CAM,CM,RM,68
Horn,Jannes Horn,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231874.png,231874,1. FC Nürnberg,Germany,1997-02-06,27,5400,5000,4200,CB,LB,,68
Mathenia,Christian Mathenia,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p215417.png,215417,1. FC Nürnberg,Germany,1992-03-31,32,4400,4000,3400,GK,,,68
Valentini,Enrico Valentini,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208730.png,208730,1. FC Nürnberg,Germany,1989-02-20,35,2500,2300,1900,RB,,,65
Knoche,Robin Knoche,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203030.png,203030,1. FC Nürnberg,Germany,1992-05-22,32,12000,11000,9500,CB,,,74
Seidel,Nick Seidel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74417.png,74417,1. FC Nürnberg,Germany,2005-01-11,19,1000,950,800,CB,,,54
Lubach,Rafael Lubach,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73161.png,73161,1. FC Nürnberg,Germany,2005-01-11,19,1300,1200,1000,CM,CDM,,56
Osawe,Winners Osawe,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70906.png,70906,1. FC Nürnberg,Germany,2006-11-29,17,100,100,100,CDM,CM,,60
Joachims,Simon Joachims,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73305.png,73305,1. FC Nürnberg,Germany,2001-12-06,22,2000,1900,1600,RM,ST,,57
Forkel,Dustin Forkel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73306.png,73306,1. FC Nürnberg,Germany,2005-01-26,19,1500,1400,1200,ST,LM,,56
Okunuki,Kanji Okunuki,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271622.png,271622,1. FC Nürnberg,Japan,1999-08-11,24,5200,4800,4000,LM,LW,ST,68
Kukucka,Michal Kukucka,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73203.png,73203,1. FC Nürnberg,Slovakia,2002-04-12,22,1500,1400,1200,GK,,,61
Márquez,Iván Márquez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p220385.png,220385,1. FC Nürnberg,Spain,1994-06-09,30,5400,5000,4200,CB,,,68
Civeja,Tim Civeja,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260014.png,260014,1. FC Saarbrücken,Albania,2002-01-04,22,2000,1800,1500,CM,,,64
Naifi,Amine Naïfi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278043.png,278043,1. FC Saarbrücken,France,1999-12-19,24,1700,1600,1300,ST,CAM,,62
Gourichy,Chafik Gourichy,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72982.png,72982,1. FC Saarbrücken,France,2000-10-05,23,1300,1200,1000,CAM,RB,,57
Wilhelm,Lasse Wilhelm,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279219.png,279219,1. FC Saarbrücken,Germany,2003-03-20,21,1100,1000,850,CB,,,61
Krahn,Elijah Krahn,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265643.png,265643,1. FC Saarbrücken,Germany,2003-08-24,20,1200,1100,900,CDM,CM,,62
Becker,Dominik Becker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265783.png,265783,1. FC Saarbrücken,Germany,2000-01-09,24,1800,1600,1400,CB,,,64
Schumacher,Till Schumacher,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264313.png,264313,1. FC Saarbrücken,Germany,1997-12-10,26,3000,2800,2400,LB,,,67
Fahrner,Philip Fahrner,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263841.png,263841,1. FC Saarbrücken,Germany,2003-01-02,21,1300,1200,1000,RB,CM,,63
Rabihic,Kasim Rabihic,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256282.png,256282,1. FC Saarbrücken,Germany,1993-02-24,31,3300,3000,2600,CAM,CM,,67
Stehle,Simon Stehle,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255789.png,255789,1. FC Saarbrücken,Germany,2001-09-17,22,1900,1800,1500,ST,,,63
Sonnenberg,Sven Sonnenberg,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p250847.png,250847,1. FC Saarbrücken,Germany,1999-01-19,25,2200,2000,1700,CB,,,65
Schmidt,Patrick Schmidt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244040.png,244040,1. FC Saarbrücken,Germany,1993-09-10,30,2700,2500,2100,ST,,,65
Brünker,Kai Brünker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242291.png,242291,1. FC Saarbrücken,Germany,1994-06-10,30,2700,2500,2100,ST,,,65
Sontheimer,Patrick Sontheimer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237490.png,237490,1. FC Saarbrücken,Germany,1998-07-03,25,2500,2300,1900,CDM,,,66
Menzel,Phillip Menzel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235141.png,235141,1. FC Saarbrücken,Germany,1998-08-18,25,2700,2500,2100,GK,,,68
Rizzuto,Calogero Rizzuto,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p234279.png,234279,1. FC Saarbrücken,Germany,1992-01-05,32,2300,2100,1800,RB,,,65
Günther-Schmidt,Julian Günther-Schmidt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p225075.png,225075,1. FC Saarbrücken,Germany,1994-09-13,29,2100,1900,1600,CAM,ST,RB,63
Neudecker,Richard Neudecker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224424.png,224424,1. FC Saarbrücken,Germany,1996-10-29,27,2800,2600,2200,CM,,,66
Multhaup,Maurice Multhaup,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224662.png,224662,1. FC Saarbrücken,Germany,1996-12-15,27,2500,2300,1900,CAM,RB,,65
Paterok,Tim Paterok,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p218873.png,218873,1. FC Saarbrücken,Germany,1992-08-05,31,1500,1400,1200,GK,,,63
Thoelke,Bjarne Thoelke,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205096.png,205096,1. FC Saarbrücken,Germany,1992-04-11,32,3000,2800,2400,CB,,,67
Zeitz,Manuel Zeitz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203754.png,203754,1. FC Saarbrücken,Germany,1990-08-01,33,3600,3300,2800,CB,,,68
Uaferro,Boné Uaferro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199479.png,199479,1. FC Saarbrücken,Germany,1992-01-04,32,2600,2400,2000,CB,,,66
Mutter,David Mutter,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72983.png,72983,1. FC Saarbrücken,Germany,2005-05-05,19,450,400,350,GK,,,53
Vasiliadis,Sebastian Vasiliadis,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238637.png,238637,1. FC Saarbrücken,Greece,1997-10-04,26,3300,3000,2600,CM,,,67
Sardo,Jacopo Sardo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74010.png,74010,1. FC Saarbrücken,Italy,2005-03-08,19,850,800,700,CM,,,59
Bichsel,Joel Bichsel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276675.png,276675,1. FC Saarbrücken,Switzerland,2002-03-04,22,1300,1200,1000,CB,,,61
Schifferl,Raphael Schifferl,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270116.png,270116,1860 Munich,Austria,1999-07-29,24,2100,1900,1600,CB,,,67
Schubert,Fabian Schubert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229816.png,229816,1860 Munich,Austria,1994-08-29,29,2000,1900,1600,ST,CAM,,64
Kloss,Tim Kloss,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276783.png,276783,1860 Munich,Germany,2004-06-05,20,800,750,650,CDM,CB,,59
Deniz,Tunay Deniz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270014.png,270014,1860 Munich,Germany,1994-02-02,30,2300,2100,1800,CAM,CM,,66
Hobsch,Patrick Hobsch,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257144.png,257144,1860 Munich,Germany,1994-10-10,29,2600,2400,2000,ST,,,66
Kwadwo,Leroy Kwadwo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251400.png,251400,1860 Munich,Germany,1996-08-15,27,1800,1700,1400,CB,LB,,65
Philipp,David Philipp,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243932.png,243932,1860 Munich,Germany,2000-04-10,24,1500,1400,1200,ST,CAM,,63
Hiller,Marco Hiller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243778.png,243778,1860 Munich,Germany,1997-02-20,27,2000,1800,1500,GK,,,67
Guttau,Julian Guttau,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243041.png,243041,1860 Munich,Germany,1999-10-29,24,2000,1800,1500,CAM,LM,,66
Jacobsen,Thore Jacobsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238793.png,238793,1860 Munich,Germany,1997-04-19,27,2400,2200,1900,CDM,CM,,67
Wolfram,Maximilian Wolfram,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238953.png,238953,1860 Munich,Germany,1997-02-21,27,2200,2000,1700,ST,RW,LW,65
Schröter,Morris Schröter,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238647.png,238647,1860 Munich,Germany,1995-08-20,28,2800,2500,2200,RM,CAM,,67
Frey,Marlon Frey,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p225564.png,225564,1860 Munich,Germany,1996-03-24,28,1700,1500,1300,CM,CDM,,63
Vollath,René Vollath,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p211953.png,211953,1860 Munich,Germany,1990-03-20,34,2000,1800,1500,GK,,,67
Dulic,Sean Dulic,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73089.png,73089,1860 Munich,Germany,2005-06-05,19,550,500,400,CB,CDM,,53
Ott,Raphael Ott,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73090.png,73090,1860 Munich,Germany,2005-12-15,18,550,500,400,ST,LW,LM,56
Reich,Lukas Reich,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72130.png,72130,1860 Munich,Germany,2006-10-24,17,50,50,50,RB,,,58
Muteba,Eliot Muteba,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70668.png,70668,1860 Munich,Germany,2003-06-20,21,900,850,700,LM,LW,RM,58
Bangerter,Moritz Bangerter,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70202.png,70202,1860 Munich,Germany,2004-12-03,19,550,500,400,CDM,CM,,55
Danhof,Tim Danhof,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269866.png,269866,1860 Munich,Germany,1997-05-05,27,2100,1900,1600,RB,,,66
Reinthaler,Max Reinthaler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224421.png,224421,1860 Munich,Italy,1995-03-22,29,1700,1600,1300,CB,,,64
Kozuki,Soichiro Kozuki,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272832.png,272832,1860 Munich,Japan,2000-12-22,23,1700,1600,1300,RM,,,65
Avdija,Erion Avdija,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73088.png,73088,1860 Munich,Kosovo,2005-03-13,19,350,300,250,GK,,,54
Verlaat,Jesper Verlaat,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238779.png,238779,1860 Munich,Netherlands,1996-06-04,28,3000,2700,2300,CB,,,68
Iredale,John Iredale,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262904.png,262904,Aalborg,Australia,1999-08-01,24,3900,3600,3000,ST,,,65
Nielsen,Marc Nielsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275743.png,275743,Aalborg,Denmark,2001-05-16,23,3200,2900,2500,LB,,,65
Otoa,Sebastian Otoa,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271882.png,271882,Aalborg,Denmark,2004-05-13,20,1600,1500,1300,CB,,,58
O. Ross,Oliver Ross,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264670.png,264670,Aalborg,Denmark,2004-10-10,19,1400,1300,1100,CAM,ST,,60
Jørgensen,Kasper Jørgensen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247782.png,247782,Aalborg,Denmark,1999-11-07,24,4200,3900,3300,RB,LB,,67
Jørgensen,Mathias Jørgensen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243371.png,243371,Aalborg,Denmark,2000-09-20,23,2600,2400,2000,ST,RW,,61
Helenius,Nicklas Helenius,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p201265.png,201265,Aalborg,Denmark,1991-05-08,33,5900,5400,4600,ST,,,67
Diagne,Amar Diagne,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73371.png,73371,Aalborg,Denmark,2006-01-02,18,1000,900,800,LW,,,55
Davidsen,Kasper Davidsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73125.png,73125,Aalborg,Denmark,2005-01-25,19,1200,1100,950,CDM,CM,,57
Bomholt,Mads Bomholt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73126.png,73126,Aalborg,Denmark,2005-12-30,18,800,750,650,CM,,,54
Adedeji,Jubril Adedeji,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73124.png,73124,Aalborg,England,2000-05-25,24,2400,2200,1900,LW,RW,,60
Müller,Vincent Müller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251330.png,251330,Aalborg,Germany,2000-08-23,23,2800,2600,2200,GK,,,66
Pudel,Bjarne Pudel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269865.png,269865,Aalborg,Germany,2001-05-09,23,2300,2100,1800,CB,,,62
Amankwah,Eugene Amankwah,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73372.png,73372,Aalborg,Ghana,2004-11-30,19,1100,1000,850,LB,,,55
Arnórsson,Nóel Arnórsson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73127.png,73127,Aalborg,Iceland,2006-09-30,17,100,100,100,CB,LB,,55
Kramer,Lars Kramer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241812.png,241812,Aalborg,Netherlands,1999-07-11,24,5000,4600,3900,CB,,,68
de Boer,Rody de Boer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229288.png,229288,Aalborg,Netherlands,1997-08-22,26,3400,3100,2700,GK,,,66
Jimenez,Mylian Jimenez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73123.png,73123,Aalborg,Netherlands,2003-01-13,21,1600,1500,1300,CDM,CM,,59
Diakhite,Oumar Diakhité,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p219767.png,219767,Aalborg,Senegal,1993-12-09,30,4200,3900,3300,CB,,,66
D. Caballo,Diego Caballo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244466.png,244466,Aalborg,Spain,1994-02-17,30,3300,3100,2600,LB,,,64
Widell,Melker Widell,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272932.png,272932,Aalborg,Sweden,2002-04-19,22,2400,2200,1800,CM,,,61
Ask,Daniel Ask,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73051.png,73051,Aalborg,Sweden,1998-12-20,25,2800,2500,2200,CM,,,62
John,Kelvin John,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262832.png,262832,Aalborg,Tanzania,2003-06-10,21,2400,2200,1900,RM,LM,,63
Jasson,Andres Jasson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259713.png,259713,Aalborg,United States,2002-01-17,22,2200,2000,1700,RM,LM,RB,60
Hutters,Jonathan Hutters,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276352.png,276352,Aarhus,Denmark,2004-02-21,20,1300,1200,1000,GK,,,58
Kannegaard,Mikkel Kristensen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274678.png,274678,Aarhus,Denmark,2006-07-05,17,100,100,100,CB,LB,,58
Sauer,Mathias Dahl Sauer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274710.png,274710,Aarhus,Denmark,2004-04-02,20,2000,1800,1500,CM,,,60
Andersen,Jacob Andersen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268506.png,268506,Aarhus,Denmark,2004-01-26,20,2600,2400,2000,RB,CB,,64
Jensen-Abbew,Jonas Jensen-Abbew,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261670.png,261670,Aarhus,Denmark,2002-04-20,22,3400,3100,2700,CB,,,65
Anker,Tobias Anker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260555.png,260555,Aarhus,Denmark,2001-03-06,23,2400,2200,1900,CB,,,62
Bech,Tobias Bech,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256746.png,256746,Aarhus,Denmark,2002-02-19,22,9100,8300,7100,ST,CM,RM,70
Mølgaard,Tobias Mølgaard,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243886.png,243886,Aarhus,Denmark,1996-07-22,27,11500,10500,8800,CB,RB,,72
Brandhof,Frederik Brandhof,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239926.png,239926,Aarhus,Denmark,1996-07-05,27,5000,4600,3900,CM,,,66
Madsen,Mads Emil Madsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235636.png,235636,Aarhus,Denmark,1998-01-14,26,12500,11500,9700,CM,CDM,,72
Tingager,Frederik Tingager,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231828.png,231828,Aarhus,Denmark,1993-02-22,31,13000,12000,10000,CB,,,73
Duelund,Mikkel Duelund,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p225931.png,225931,Aarhus,Denmark,1997-06-29,27,8100,7400,6300,CM,CAM,RM,69
Poulsen,Nicolai Poulsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p213530.png,213530,Aarhus,Denmark,1993-08-15,30,7400,6800,5700,CDM,CM,,69
Dalsgaard,Henrik Dalsgaard,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p190633.png,190633,Aarhus,Denmark,1989-07-27,34,11500,10500,8800,CB,RB,,72
Mortensen,Patrick Mortensen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p191083.png,191083,Aarhus,Denmark,1989-07-13,34,13500,12500,10500,ST,,,72
Hansen,Jesper Hansen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p132740.png,132740,Aarhus,Denmark,1985-03-31,39,4100,3800,3200,GK,,,70
Callø,Luka Callø,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73911.png,73911,Aarhus,Denmark,2006-05-10,18,700,650,550,CDM,CB,,59
Halsgaard,Aksel Halsgaard,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73114.png,73114,Aarhus,Denmark,2005-04-30,19,1300,1200,1000,CB,,,58
Bach,Tobias Bach,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70164.png,70164,Aarhus,Denmark,2003-06-04,21,1900,1700,1500,LB,LM,,61
Power,Max Power,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200667.png,200667,Aarhus,England,1993-07-27,30,6800,6300,5300,CM,CDM,,68
Serra,Janni Serra,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p232225.png,232225,Aarhus,Germany,1998-03-13,26,8800,8000,6800,ST,,,69
Akoto,Michael Akoto,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238629.png,238629,Aarhus,Ghana,1997-10-03,26,3200,2900,2500,CB,,,63
Gyamfi,Richmond Gyamfi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73646.png,73646,Aarhus,Ghana,2004-09-09,19,1900,1700,1500,ST,LM,,61
Anderson,Mikael Anderson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236883.png,236883,Aarhus,Iceland,1998-07-01,26,11000,10000,8500,CM,LM,,71
Yakob,Kevin Yakob,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243539.png,243539,Aarhus,Iraq,2000-10-10,23,5900,5400,4600,CM,CAM,,68
Arnstad,Kristian Arnstad,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251201.png,251201,Aarhus,Norway,2003-09-07,20,3700,3400,2900,CM,LB,,66
Haugen,Sigurd Haugen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p233707.png,233707,Aarhus,Norway,1997-07-17,26,4700,4300,3700,ST,,,65
Y. Badji,Youssouph Badji,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254849.png,254849,Aarhus,Senegal,2001-12-20,22,4200,3800,3200,ST,,,65
Links,Gift Links,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253409.png,253409,Aarhus,South Africa,1998-10-02,25,8300,7600,6500,LB,,,70
Kahl,Eric Kahl,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253472.png,253472,Aarhus,Sweden,2001-09-27,22,4500,4200,3500,CB,LB,,67
Wahlstedt,Leopold Wahlstedt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243158.png,243158,Aarhus,Sweden,1999-07-04,24,3500,3200,2700,GK,,,67
Beijmo,Felix Beijmo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238222.png,238222,Aarhus,Sweden,1998-01-31,26,11500,10500,8800,RB,,,72
Mitov,Dimitar Mitov,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p225280.png,225280,Aberdeen,Bulgaria,1997-01-22,27,3100,2800,2400,GK,,,68
Duk,Duk,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270611.png,270611,Aberdeen,Cape Verde,2000-02-16,24,4700,4300,3600,ST,LM,LW,69
Palaversa,Ante Palaversa,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247185.png,247185,Aberdeen,Croatia,2000-04-06,24,2100,1900,1600,CM,CDM,,64
Morris,Shayden Morris,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257699.png,257699,Aberdeen,England,2002-03-30,22,1400,1300,1100,RM,RW,,60
Clarkson,Leighton Clarkson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252134.png,252134,Aberdeen,England,2001-10-19,22,5000,4600,3900,CM,CAM,CDM,70
MacDonald,Angus MacDonald,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205655.png,205655,Aberdeen,England,1992-10-15,31,2400,2200,1900,CB,,,65
